home,away,home_score,away_score,date,line,score,cover
Bryant,Fairleigh Dickinson,63.0,78.0,2018-12-06,-3.5,-15.0,0
Presbyterian,Winthrop,99.0,91.0,2018-12-06,0.0,8.0,1
Morgan St.,Bethune Cookman,77.0,71.0,2018-12-06,2.0,6.0,1
Northwestern St.,Southeastern Louisiana,53.0,69.0,2018-12-06,-2.5,-16.0,0
North Carolina Central,North Carolina A&T,48.0,51.0,2018-12-06,3.0,-3.0,0
American,Bucknell,76.0,68.0,2018-12-06,1.0,8.0,1
Coppin St.,Florida A&M,70.0,72.0,2018-12-06,-1.0,-2.0,0
Howard,Delaware St.,80.0,74.0,2018-12-06,14.5,6.0,0
Abilene Christian,Central Arkansas,79.0,56.0,2018-12-06,7.5,23.0,1
USC Upstate,Longwood,80.0,63.0,2018-12-06,-2.5,17.0,1
Mount St. Mary's,St. Francis NY,67.0,74.0,2018-12-06,-1.5,-7.0,0
Robert Morris,Wagner,57.0,51.0,2018-12-06,5.0,6.0,1
Mississippi Valley St.,Prairie View A&M,78.0,89.0,2018-12-06,-9.0,-11.0,0
Charleston Southern,Gardner Webb,74.0,60.0,2018-12-06,1.0,14.0,1
Hampton,Campbell,64.0,58.0,2018-12-06,2.5,6.0,1
Grambling St.,Jackson St.,63.0,65.0,2018-12-06,6.0,-2.0,0
Alabama St.,Alcorn St.,74.0,59.0,2018-12-06,11.0,15.0,1
None,South Carolina St.,92.0,88.0,2018-12-06,0.0,4.0,1
Norfolk St.,Maryland Eastern Shore,88.0,60.0,2018-12-06,16.0,28.0,1
Sam Houston St.,Lamar,69.0,59.0,2018-12-06,8.0,10.0,1
Alabama A&M,Southern,68.0,62.0,2018-12-06,-1.0,6.0,1
High Point,UNC Asheville,65.0,61.0,2018-12-06,17.0,4.0,0
St. Francis PA,Sacred Heart,79.0,78.0,2018-12-06,1.0,1.0,2
Stony Brook,Vermont,52.0,73.0,2018-12-06,-1.0,-21.0,0
UMKC,Seattle,63.0,54.0,2018-12-06,-2.0,9.0,1
UT Rio Grande Valley,New Mexico St.,61.0,63.0,2018-12-06,-7.5,-2.0,1
Arkansas Pine Bluff,Texas Southern,90.0,86.0,2018-12-06,-5.0,4.0,1
Cal Baptist,Grand Canyon,73.0,90.0,2018-12-06,-7.5,-17.0,0
St. John's,Georgetown,78.0,89.0,2018-12-07,7.5,-11.0,0
Temple,Cincinnati,68.0,72.0,2018-12-07,-2.0,-4.0,0
Providence,DePaul,70.0,67.0,2018-12-07,6.0,3.0,0
Loyola Chicago,Southern Illinois,75.0,50.0,2018-12-07,5.5,25.0,1
Purdue,Michigan St.,73.0,63.0,2018-12-07,-2.5,10.0,1
Illinois St.,Indiana St.,76.0,62.0,2018-12-07,3.5,14.0,1
Massachusetts,Rhode Island,77.0,70.0,2018-12-07,-3.0,7.0,1
Tulsa,Houston,65.0,77.0,2018-12-07,-6.5,-12.0,0
Villanova,Seton Hall,80.0,52.0,2018-12-07,8.5,28.0,1
Memphis,UCF,77.0,57.0,2018-12-07,1.0,20.0,1
Minnesota,Iowa,92.0,87.0,2018-12-07,1.0,5.0,1
Miami FL,Florida St.,66.0,78.0,2018-12-07,-3.0,-12.0,0
Oregon,Washington St.,78.0,58.0,2018-12-07,14.0,20.0,1
Fairfield,Iona,80.0,68.0,2018-12-07,-1.5,12.0,1
Rider,Marist,86.0,85.0,2018-12-07,10.5,1.0,0
Quinnipiac,Saint Peter's,77.0,58.0,2018-12-07,6.0,19.0,1
Jacksonville,Liberty,59.0,69.0,2018-12-07,-9.0,-10.0,0
Stetson,Lipscomb,65.0,88.0,2018-12-07,-19.5,-23.0,0
NJIT,North Alabama,76.0,70.0,2018-12-07,12.5,6.0,0
Florida Gulf Coast,North Florida,88.0,80.0,2018-12-07,0.0,8.0,1
Notre Dame,Duke,61.0,83.0,2018-12-08,-14.0,-22.0,0
Oklahoma,Baylor,47.0,77.0,2018-12-08,6.5,-30.0,0
Texas Tech,TCU,84.0,65.0,2018-12-08,4.5,19.0,1
Northern Arizona,Southern Utah,80.0,77.0,2018-12-08,2.0,3.0,1
Morgan St.,Florida A&M,66.0,72.0,2018-12-08,4.0,-6.0,0
Howard,Maryland Eastern Shore,72.0,57.0,2018-12-08,13.0,15.0,1
Coppin St.,Bethune Cookman,95.0,91.0,2018-12-08,-3.0,4.0,1
None,North Carolina Central,78.0,82.0,2018-12-08,-3.0,-4.0,0
Arkansas Pine Bluff,Prairie View A&M,63.0,79.0,2018-12-08,-1.5,-16.0,0
Alabama A&M,Alcorn St.,71.0,62.0,2018-12-08,4.5,9.0,1
Alabama St.,Southern,69.0,65.0,2018-12-08,6.5,4.0,0
Mississippi Valley St.,Texas Southern,62.0,65.0,2018-12-08,-12.5,-3.0,1
South Carolina,Tennessee,70.0,92.0,2018-12-09,-9.0,-22.0,0
Arkansas,Georgia,70.0,60.0,2018-12-09,7.0,10.0,1
Miami OH,Toledo,63.0,66.0,2018-12-09,-2.0,-3.0,0
Central Michigan,Eastern Michigan,86.0,82.0,2018-12-09,3.0,4.0,1
Buffalo,Ball St.,83.0,59.0,2018-12-09,12.0,24.0,1
Georgia Tech,North Carolina,54.0,77.0,2018-12-09,-8.5,-23.0,0
N.C. State,Virginia,65.0,66.0,2018-12-09,-9.0,-1.0,1
Maryland,Northwestern,70.0,52.0,2018-12-09,8.5,18.0,1
Texas,Kansas,73.0,63.0,2018-12-09,-1.0,10.0,1
Dayton,Saint Joseph's,75.0,64.0,2018-12-09,11.5,11.0,0
Northern Illinois,Ohio,71.0,60.0,2018-12-09,7.0,11.0,1
Valparaiso,Missouri St.,54.0,55.0,2018-12-09,0.0,-1.0,0
Nebraska,Wisconsin,51.0,62.0,2018-12-09,0.0,-11.0,0
Alabama,Mississippi St.,83.0,79.0,2018-12-09,2.0,4.0,1
Clemson,Pittsburgh,82.0,69.0,2018-12-09,7.5,13.0,1
Michigan,Ohio St.,65.0,49.0,2018-12-09,10.0,16.0,1
Vanderbilt,Kentucky,52.0,87.0,2018-12-09,-9.5,-35.0,0
Colorado St.,Boise St.,68.0,70.0,2018-12-09,-1.0,-2.0,0
UNLV,Nevada,70.0,87.0,2018-12-09,-10.0,-17.0,0
Liberty,Lipscomb,59.0,79.0,2018-12-09,2.0,-20.0,0
Florida,Mississippi,90.0,86.0,2019-01-30,5.5,4.0,0
Butler,Marquette,58.0,76.0,2019-01-30,2.5,-18.0,0
Duquesne,Rhode Island,75.0,72.0,2019-01-30,-2.0,3.0,1
La Salle,Massachusetts,60.0,51.0,2019-01-30,0.0,9.0,1
Saint Louis,Richmond,81.0,84.0,2019-01-30,10.0,-3.0,0
Rutgers,Indiana,66.0,58.0,2019-01-30,-1.5,8.0,1
Miami FL,Virginia Tech,70.0,82.0,2019-01-30,-7.0,-12.0,0
Iowa St.,West Virginia,93.0,68.0,2019-01-30,13.0,25.0,1
Seton Hall,Providence,65.0,63.0,2019-01-30,3.0,2.0,0
Middle Tennessee,UAB,71.0,65.0,2019-01-30,-5.5,6.0,1
Wake Forest,Louisville,54.0,82.0,2019-01-30,-10.0,-28.0,0
Tulsa,Memphis,95.0,79.0,2019-01-30,-1.5,16.0,1
Drake,Illinois St.,55.0,69.0,2019-01-30,7.5,-14.0,0
Boston College,Syracuse,71.0,77.0,2019-01-30,-3.0,-6.0,0
DePaul,Villanova,74.0,86.0,2019-01-30,-7.0,-12.0,0
Creighton,St. John's,67.0,83.0,2019-01-30,4.5,-16.0,0
Auburn,Missouri,92.0,58.0,2019-01-30,14.0,34.0,1
Minnesota,Illinois,86.0,75.0,2019-01-30,6.0,11.0,1
Southern Illinois,Indiana St.,88.0,73.0,2019-01-30,5.0,15.0,1
Texas A&M,LSU,57.0,72.0,2019-01-30,-5.5,-15.0,0
Wichita St.,SMU,85.0,83.0,2019-01-30,2.0,2.0,2
Utah St.,San Jose St.,103.0,73.0,2019-01-30,25.5,30.0,1
Wyoming,Fresno St.,62.0,75.0,2019-01-30,-13.0,-13.0,2
San Diego St.,Air Force,66.0,51.0,2019-01-30,10.0,15.0,1
Washington St.,UCLA,67.0,87.0,2019-01-30,-5.5,-20.0,0
Cal St. Fullerton,Cal St. Northridge,78.0,71.0,2019-01-30,6.5,7.0,1
Washington,USC,75.0,62.0,2019-01-30,7.5,13.0,1
Niagara,Canisius,78.0,70.0,2019-01-30,0.0,8.0,1
Purdue Fort Wayne,South Dakota,102.0,71.0,2019-01-30,4.0,31.0,1
Longwood,Hampton,83.0,96.0,2019-01-30,2.0,-13.0,0
Radford,Campbell,67.0,68.0,2019-01-30,9.5,-1.0,0
Gardner Webb,High Point,69.0,67.0,2019-01-30,5.0,2.0,0
Colgate,Army,76.0,56.0,2019-01-30,7.5,20.0,1
Hartford,Binghamton,86.0,60.0,2019-01-30,12.0,26.0,1
Loyola MD,American,68.0,74.0,2019-01-30,-1.5,-6.0,0
New Hampshire,Albany,42.0,62.0,2019-01-30,-4.5,-20.0,0
Jacksonville,Stetson,72.0,57.0,2019-01-30,12.5,15.0,1
UMass Lowell,Maine,59.0,78.0,2019-01-30,11.0,-19.0,0
UMBC,Stony Brook,57.0,49.0,2019-01-30,0.0,8.0,1
Boston University,Holy Cross,68.0,54.0,2019-01-30,1.0,14.0,1
Bucknell,Navy,69.0,57.0,2019-01-30,12.0,12.0,2
UNC Asheville,USC Upstate,71.0,62.0,2019-01-30,-4.0,9.0,1
Kennesaw St.,North Florida,81.0,64.0,2019-01-30,-10.5,17.0,1
NJIT,Florida Gulf Coast,66.0,54.0,2019-01-30,7.0,12.0,1
Charleston Southern,Presbyterian,85.0,84.0,2019-01-30,2.0,1.0,0
Stephen F. Austin,Central Arkansas,105.0,99.0,2019-01-30,4.0,6.0,1
Nicholls St.,Lamar,69.0,90.0,2019-01-30,2.5,-21.0,0
Southeastern Louisiana,Sam Houston St.,52.0,62.0,2019-01-30,-1.5,-10.0,0
Abilene Christian,Texas A&M Corpus Chris,78.0,71.0,2019-01-30,8.5,7.0,0
New Orleans,Northwestern St.,72.0,64.0,2019-01-30,12.5,8.0,0
Incarnate Word,Houston Baptist,92.0,96.0,2019-01-30,-4.0,-4.0,2
Lafayette,Lehigh,86.0,93.0,2019-01-30,-5.5,-7.0,0
Utah Valley,Cal Baptist,79.0,62.0,2019-01-30,13.0,17.0,1
Penn St.,Purdue,90.0,99.0,2019-01-31,-7.0,-9.0,0
Houston,Temple,73.0,66.0,2019-01-31,10.0,7.0,0
Detroit,Cleveland St.,78.0,64.0,2019-01-31,5.0,14.0,1
William & Mary,Drexel,75.0,69.0,2019-01-31,5.0,6.0,1
UNC Wilmington,Towson,76.0,77.0,2019-01-31,5.0,-1.0,0
Elon,Delaware,57.0,56.0,2019-01-31,0.0,1.0,1
Charleston,James Madison,70.0,53.0,2019-01-31,12.5,17.0,1
FIU,Southern Miss,73.0,89.0,2019-01-31,-2.0,-16.0,0
East Carolina,Tulane,66.0,65.0,2019-01-31,6.0,1.0,0
Oakland,Youngstown St.,74.0,75.0,2019-01-31,8.0,-1.0,0
Appalachian St.,Lafayette,104.0,77.0,2019-01-31,-1.0,27.0,1
Old Dominion,North Texas,72.0,61.0,2019-01-31,4.5,11.0,1
Coastal Carolina,Louisiana Monroe,92.0,81.0,2019-01-31,3.5,11.0,1
Florida Atlantic,Louisiana Tech,69.0,61.0,2019-01-31,-2.0,8.0,1
Charlotte,Rice,61.0,65.0,2019-01-31,2.0,-4.0,0
Marshall,UTEP,91.0,86.0,2019-01-31,10.0,5.0,0
Western Kentucky,UTSA,96.0,88.0,2019-01-31,6.5,8.0,1
Georgetown,Xavier,80.0,73.0,2019-01-31,3.0,7.0,1
UCF,Connecticut,73.0,67.0,2019-01-31,6.0,6.0,2
Arizona St.,Arizona,95.0,88.0,2019-01-31,5.5,7.0,1
Colorado,Oregon St.,74.0,76.0,2019-01-31,1.5,-2.0,0
Utah,Oregon,72.0,78.0,2019-01-31,0.0,-6.0,0
Portland,Pepperdine,58.0,83.0,2019-01-31,-5.5,-25.0,0
UC Santa Barbara,UC Irvine,62.0,66.0,2019-01-31,1.0,-4.0,0
UC Riverside,Cal Poly,45.0,71.0,2019-01-31,8.0,-26.0,0
Loyola Marymount,Pacific,60.0,42.0,2019-01-31,6.5,18.0,1
BYU,Gonzaga,63.0,93.0,2019-01-31,-14.0,-30.0,0
Hawaii,Long Beach St.,74.0,57.0,2019-01-31,7.0,17.0,1
Marist,Iona,78.0,74.0,2019-01-31,1.0,4.0,1
Monmouth,Siena,66.0,55.0,2019-01-31,1.0,11.0,1
Manhattan,Fairfield,62.0,49.0,2019-01-31,-3.0,13.0,1
Rider,Saint Peter's,59.0,51.0,2019-01-31,11.5,8.0,0
The Citadel,Furman,61.0,71.0,2019-01-31,-7.0,-10.0,0
Mercer,Wofford,67.0,76.0,2019-01-31,-6.0,-9.0,0
UNC Greensboro,VMI,93.0,66.0,2019-01-31,18.0,27.0,1
Tennessee Tech,Austin Peay,66.0,77.0,2019-01-31,-9.0,-11.0,0
Samford,East Tennessee St.,66.0,74.0,2019-01-31,-2.0,-8.0,0
Chattanooga,Western Carolina,96.0,105.0,2019-01-31,6.5,-9.0,0
Belmont,Southeast Missouri St.,97.0,71.0,2019-01-31,18.5,26.0,1
SIU Edwardsville,Morehead St.,83.0,76.0,2019-01-31,-1.5,7.0,1
Oral Roberts,South Dakota St.,80.0,86.0,2019-01-31,-11.0,-6.0,1
Jacksonville St.,Murray St.,88.0,68.0,2019-01-31,-2.0,20.0,1
Eastern Illinois,Eastern Kentucky,67.0,66.0,2019-01-31,-1.0,1.0,1
Tennessee St.,Tennessee Martin,68.0,67.0,2019-01-31,4.0,1.0,0
Weber St.,Portland St.,75.0,76.0,2019-01-31,10.0,-1.0,0
Idaho St.,Sacramento St.,58.0,74.0,2019-01-31,2.5,-16.0,0
Fairleigh Dickinson,LIU,80.0,77.0,2019-01-31,4.5,3.0,0
Mount St. Mary's,Sacred Heart,79.0,87.0,2019-01-31,-4.0,-8.0,0
Wagner,Bryant,64.0,71.0,2019-01-31,9.0,-7.0,0
Central Connecticut,St. Francis NY,78.0,72.0,2019-01-31,0.0,6.0,1
Robert Morris,St. Francis PA,73.0,76.0,2019-01-31,5.5,-3.0,0
UT Rio Grande Valley,Chicago St.,77.0,46.0,2019-01-31,19.0,31.0,1
New Mexico St.,UMKC,70.0,54.0,2019-01-31,15.5,16.0,1
Cornell,Penn,80.0,71.0,2019-02-01,-5.5,9.0,1
Columbia,Princeton,43.0,55.0,2019-02-01,0.0,-12.0,0
Dartmouth,Brown,58.0,60.0,2019-02-01,-1.0,-2.0,0
Harvard,Yale,65.0,49.0,2019-02-01,1.5,16.0,1
St. Bonaventure,Davidson,66.0,75.0,2019-02-01,-1.0,-9.0,0
Iowa,Michigan,74.0,59.0,2019-02-01,-3.5,15.0,1
IUPUI,Northern Kentucky,83.0,77.0,2019-02-01,-3.5,6.0,1
Green Bay,Milwaukee,90.0,74.0,2019-02-01,5.5,16.0,1
Illinois Chicago,Wright St.,67.0,53.0,2019-02-01,-2.0,14.0,1
Wisconsin,Maryland,69.0,61.0,2019-02-01,5.0,8.0,1
Canisius,Quinnipiac,75.0,70.0,2019-02-01,3.0,5.0,1
Bowling Green,Buffalo,92.0,88.0,2019-02-01,-7.5,4.0,1
Western Illinois,North Dakota,73.0,74.0,2019-02-01,3.5,-1.0,0
Louisville,North Carolina,69.0,79.0,2019-02-02,1.0,-10.0,0
Florida St.,Georgia Tech,59.0,49.0,2019-02-02,11.5,10.0,0
West Virginia,Oklahoma,79.0,71.0,2019-02-02,-3.0,8.0,1
Michigan St.,Indiana,75.0,79.0,2019-02-02,16.0,-4.0,0
Butler,Seton Hall,70.0,68.0,2019-02-02,6.0,2.0,0
Duke,St. John's,91.0,61.0,2019-02-02,17.5,30.0,1
N.C. State,Virginia Tech,24.0,47.0,2019-02-02,2.0,-23.0,0
Ohio St.,Rutgers,76.0,62.0,2019-02-02,9.0,14.0,1
South Florida,Memphis,84.0,78.0,2019-02-02,1.5,6.0,1
Ball St.,Kent St.,80.0,83.0,2019-02-02,5.0,-3.0,0
Eastern Michigan,Miami OH,48.0,59.0,2019-02-02,4.0,-11.0,0
Detroit,Youngstown St.,70.0,72.0,2019-02-02,5.5,-2.0,0
Georgia,South Carolina,80.0,86.0,2019-02-02,4.0,-6.0,0
Georgia St.,Georgia Southern,81.0,72.0,2019-02-02,2.5,9.0,1
Appalachian St.,Louisiana Monroe,85.0,84.0,2019-02-02,2.0,1.0,0
Coastal Carolina,Lafayette,96.0,79.0,2019-02-02,6.0,17.0,1
Bradley,Southern Illinois,68.0,72.0,2019-02-02,1.0,-4.0,0
Indiana St.,Drake,62.0,68.0,2019-02-02,1.0,-6.0,0
Evansville,Valparaiso,64.0,53.0,2019-02-02,3.5,11.0,1
Boston College,Notre Dame,73.0,79.0,2019-02-02,2.5,-6.0,0
Virginia,Miami FL,56.0,46.0,2019-02-02,21.0,10.0,0
Iowa St.,Texas,65.0,60.0,2019-02-02,7.0,5.0,0
Dayton,Duquesne,68.0,64.0,2019-02-02,10.0,4.0,0
Wichita St.,Tulsa,79.0,68.0,2019-02-02,3.0,11.0,1
Illinois,Nebraska,71.0,64.0,2019-02-02,-2.5,7.0,1
DePaul,Providence,67.0,55.0,2019-02-02,1.0,12.0,1
Northern Illinois,Toledo,55.0,69.0,2019-02-02,-1.0,-14.0,0
Oakland,Cleveland St.,83.0,68.0,2019-02-02,9.5,15.0,1
Ohio,Akron,53.0,65.0,2019-02-02,0.0,-12.0,0
Mississippi,Mississippi St.,75.0,81.0,2019-02-02,1.5,-6.0,0
Charlotte,North Texas,66.0,73.0,2019-02-02,-6.0,-7.0,0
Florida,Kentucky,54.0,65.0,2019-02-02,-2.0,-11.0,0
Air Force,Colorado St.,53.0,85.0,2019-02-02,2.5,-32.0,0
Washington,UCLA,69.0,55.0,2019-02-02,7.5,14.0,1
Florida Atlantic,Southern Miss,72.0,74.0,2019-02-02,0.0,-2.0,0
Rhode Island,Saint Louis,65.0,54.0,2019-02-02,3.5,11.0,1
William & Mary,Delaware,84.0,63.0,2019-02-02,5.0,21.0,1
Charleston,Towson,54.0,53.0,2019-02-02,13.0,1.0,0
Kansas,Texas Tech,79.0,63.0,2019-02-02,3.5,16.0,1
Saint Mary's,San Francisco,86.0,80.0,2019-02-02,4.0,6.0,1
Saint Joseph's,Massachusetts,64.0,62.0,2019-02-02,3.5,2.0,0
Northeastern,Hofstra,75.0,61.0,2019-02-02,1.5,14.0,1
Central Michigan,Western Michigan,85.0,64.0,2019-02-02,9.0,21.0,1
Utah St.,UNLV,82.0,65.0,2019-02-02,11.5,17.0,1
Utah,Oregon St.,72.0,81.0,2019-02-02,1.5,-9.0,0
Texas St.,UT Arlington,77.0,84.0,2019-02-02,8.0,-7.0,0
LSU,Arkansas,89.0,90.0,2019-02-02,9.0,-1.0,0
Tulane,Temple,67.0,75.0,2019-02-02,-11.0,-8.0,1
Richmond,La Salle,58.0,66.0,2019-02-02,6.0,-8.0,0
Oklahoma St.,Kansas St.,57.0,75.0,2019-02-02,-3.0,-18.0,0
Pittsburgh,Syracuse,56.0,65.0,2019-02-02,-2.5,-9.0,0
Nevada,Boise St.,93.0,73.0,2019-02-02,14.5,20.0,1
South Alabama,Troy,81.0,75.0,2019-02-02,1.5,6.0,1
VCU,George Mason,79.0,63.0,2019-02-02,7.5,16.0,1
Little Rock,Arkansas St.,83.0,84.0,2019-02-02,5.5,-1.0,0
Marshall,UTSA,106.0,116.0,2019-02-02,3.5,-10.0,0
Washington St.,USC,84.0,93.0,2019-02-02,-6.5,-9.0,0
Elon,Drexel,63.0,67.0,2019-02-02,-1.0,-4.0,0
UNC Wilmington,James Madison,95.0,104.0,2019-02-02,4.0,-9.0,0
Dartmouth,Yale,68.0,89.0,2019-02-02,-4.5,-21.0,0
Harvard,Brown,68.0,47.0,2019-02-02,6.0,21.0,1
Columbia,Penn,70.0,72.0,2019-02-02,-6.0,-2.0,1
Old Dominion,Rice,80.0,76.0,2019-02-02,12.5,4.0,0
FIU,Louisiana Tech,75.0,69.0,2019-02-02,-3.5,6.0,1
Western Kentucky,UTEP,76.0,59.0,2019-02-02,11.5,17.0,1
Cornell,Princeton,61.0,70.0,2019-02-02,-1.5,-9.0,0
Baylor,TCU,90.0,64.0,2019-02-02,4.0,26.0,1
Texas A&M,Tennessee,76.0,93.0,2019-02-02,-11.5,-17.0,0
Northern Iowa,Missouri St.,64.0,59.0,2019-02-02,1.0,5.0,1
UAB,Middle Tennessee,78.0,79.0,2019-02-02,11.5,-1.0,0
Gonzaga,San Diego,85.0,69.0,2019-02-02,22.0,16.0,0
Auburn,Alabama,84.0,63.0,2019-02-02,8.5,21.0,1
Cincinnati,SMU,73.0,68.0,2019-02-02,12.0,5.0,0
Missouri,Vanderbilt,77.0,67.0,2019-02-02,4.0,10.0,1
BYU,Loyola Marymount,67.0,49.0,2019-02-02,6.0,18.0,1
San Jose St.,San Diego St.,56.0,67.0,2019-02-02,-13.0,-11.0,1
UC Riverside,UC Davis,71.0,84.0,2019-02-02,0.0,-13.0,0
Santa Clara,Portland,69.0,63.0,2019-02-02,9.0,6.0,0
Colorado,Oregon,73.0,51.0,2019-02-02,-1.0,22.0,1
Fresno St.,New Mexico,82.0,70.0,2019-02-02,11.5,12.0,1
Pacific,Pepperdine,66.0,59.0,2019-02-02,1.0,7.0,1
Cal St. Northridge,Cal Poly,83.0,65.0,2019-02-02,8.0,18.0,1
Long Beach St.,UC Irvine,80.0,82.0,2019-02-02,-5.5,-2.0,1
Illinois St.,Loyola Chicago,65.0,57.0,2019-02-02,1.0,8.0,1
Hawaii,UC Santa Barbara,54.0,75.0,2019-02-02,3.5,-21.0,0
Iona,Siena,54.0,56.0,2019-02-02,5.5,-2.0,0
The Citadel,Wofford,61.0,99.0,2019-02-02,-13.0,-38.0,0
Monmouth,Rider,75.0,71.0,2019-02-02,-4.0,4.0,1
Samford,Western Carolina,92.0,81.0,2019-02-02,12.0,11.0,0
Mercer,Furman,63.0,74.0,2019-02-02,-2.0,-11.0,0
Eastern Illinois,Morehead St.,78.0,84.0,2019-02-02,1.5,-6.0,0
Chattanooga,East Tennessee St.,64.0,77.0,2019-02-02,-10.0,-13.0,0
Jacksonville St.,Austin Peay,71.0,74.0,2019-02-02,5.0,-3.0,0
Eastern Washington,Southern Utah,82.0,79.0,2019-02-02,5.0,3.0,0
Belmont,Tennessee Martin,82.0,67.0,2019-02-02,20.0,15.0,0
Manhattan,Saint Peter's,64.0,50.0,2019-02-02,1.0,14.0,1
Marist,Fairfield,52.0,57.0,2019-02-02,4.5,-5.0,0
Oral Roberts,Purdue Fort Wayne,81.0,82.0,2019-02-02,-3.5,-1.0,1
SIU Edwardsville,Eastern Kentucky,88.0,82.0,2019-02-02,-2.0,6.0,1
Western Illinois,North Dakota St.,76.0,78.0,2019-02-02,1.0,-2.0,0
Tennessee Tech,Murray St.,63.0,67.0,2019-02-02,-14.5,-4.0,1
Tennessee St.,Southeast Missouri St.,79.0,50.0,2019-02-02,3.0,29.0,1
Weber St.,Sacramento St.,75.0,65.0,2019-02-02,8.0,10.0,1
Montana St.,Montana,78.0,83.0,2019-02-02,-6.0,-5.0,1
Idaho St.,Portland St.,69.0,67.0,2019-02-02,0.0,2.0,1
Idaho,Northern Arizona,73.0,86.0,2019-02-02,-1.0,-13.0,0
Colgate,Boston University,68.0,76.0,2019-02-02,8.5,-8.0,0
Army,Lehigh,70.0,75.0,2019-02-02,-2.5,-5.0,0
Winthrop,Radford,61.0,80.0,2019-02-02,1.5,-19.0,0
Campbell,Longwood,83.0,62.0,2019-02-02,7.5,21.0,1
American,Holy Cross,66.0,49.0,2019-02-02,5.0,17.0,1
Lafayette,Bucknell,66.0,94.0,2019-02-02,-5.5,-28.0,0
Navy,Loyola MD,71.0,68.0,2019-02-02,2.0,3.0,1
Gardner Webb,UNC Asheville,82.0,81.0,2019-02-02,17.0,1.0,0
Central Connecticut,Bryant,64.0,59.0,2019-02-02,6.5,5.0,0
Sacred Heart,St. Francis NY,71.0,62.0,2019-02-02,5.0,9.0,1
McNeese St.,Lamar,75.0,84.0,2019-02-02,1.0,-9.0,0
Mount St. Mary's,St. Francis PA,63.0,72.0,2019-02-02,-1.5,-9.0,0
Delaware St.,None,73.0,76.0,2019-02-02,-2.0,-3.0,0
Maryland Eastern Shore,South Carolina St.,63.0,61.0,2019-02-02,-6.0,2.0,1
Stetson,Kennesaw St.,92.0,75.0,2019-02-02,2.5,17.0,1
Wagner,LIU,71.0,59.0,2019-02-02,2.0,12.0,1
Coppin St.,Morgan St.,73.0,71.0,2019-02-02,-1.0,2.0,1
Howard,Norfolk St.,78.0,80.0,2019-02-02,-1.0,-2.0,0
Bethune Cookman,North Carolina Central,74.0,64.0,2019-02-02,2.0,10.0,1
Fairleigh Dickinson,Robert Morris,97.0,94.0,2019-02-02,4.0,3.0,0
USC Upstate,Charleston Southern,71.0,90.0,2019-02-02,-3.5,-19.0,0
Central Arkansas,Northwestern St.,75.0,80.0,2019-02-02,12.0,-5.0,0
Lipscomb,North Alabama,102.0,80.0,2019-02-02,24.5,22.0,0
Texas Southern,Alabama St.,83.0,59.0,2019-02-02,9.5,24.0,1
Southeastern Louisiana,Nicholls St.,91.0,70.0,2019-02-02,5.0,21.0,1
New Orleans,Incarnate Word,89.0,72.0,2019-02-02,11.0,17.0,1
UMass Lowell,Vermont,65.0,74.0,2019-02-02,-8.5,-9.0,0
Jackson St.,Mississippi Valley St.,61.0,57.0,2019-02-02,11.5,4.0,0
Florida A&M,North Carolina A&T,63.0,39.0,2019-02-02,-1.0,24.0,1
Grambling St.,Arkansas Pine Bluff,79.0,55.0,2019-02-02,6.0,24.0,1
Prairie View A&M,Alabama A&M,81.0,65.0,2019-02-02,14.0,16.0,1
New Mexico St.,Chicago St.,83.0,39.0,2019-02-02,28.0,44.0,1
Alcorn St.,Southern,76.0,64.0,2019-02-02,-3.0,12.0,1
High Point,Hampton,85.0,69.0,2019-02-02,2.0,16.0,1
Liberty,NJIT,77.0,57.0,2019-02-02,10.0,20.0,1
Stony Brook,Hartford,86.0,77.0,2019-02-02,5.5,9.0,1
Albany,Binghamton,64.0,50.0,2019-02-02,9.0,14.0,1
Florida Gulf Coast,Jacksonville,73.0,60.0,2019-02-02,4.0,13.0,1
Sam Houston St.,Stephen F. Austin,94.0,72.0,2019-02-02,7.5,22.0,1
Houston Baptist,Texas A&M Corpus Chris,73.0,72.0,2019-02-02,2.5,1.0,0
UT Rio Grande Valley,UMKC,75.0,63.0,2019-02-02,7.0,12.0,1
Cal St. Bakersfield,Grand Canyon,59.0,72.0,2019-02-02,-4.0,-13.0,0
Seattle,Cal Baptist,64.0,75.0,2019-02-02,9.5,-11.0,0
Clemson,Wake Forest,64.0,37.0,2019-02-03,13.5,27.0,1
Purdue,Minnesota,73.0,63.0,2019-02-03,11.5,10.0,0
Villanova,Georgetown,77.0,65.0,2019-02-03,10.5,12.0,1
Creighton,Xavier,76.0,54.0,2019-02-03,6.5,22.0,1
IUPUI,Wright St.,74.0,79.0,2019-02-03,1.0,-5.0,0
Connecticut,East Carolina,76.0,52.0,2019-02-03,14.5,24.0,1
California,Stanford,81.0,84.0,2019-02-03,-5.5,-3.0,1
Illinois Chicago,Northern Kentucky,69.0,67.0,2019-02-03,-4.5,2.0,1
Nebraska Omaha,North Dakota,90.0,72.0,2019-02-03,9.0,18.0,1
Niagara,Quinnipiac,73.0,84.0,2019-02-03,1.0,-11.0,0
Denver,South Dakota St.,82.0,92.0,2019-02-03,-9.0,-10.0,0
Maine,New Hampshire,62.0,53.0,2019-02-03,9.0,9.0,2
Virginia Tech,Louisville,64.0,72.0,2019-02-04,4.0,-8.0,0
